

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P06048505T0000|15 23|fluorene
P06089575A0464|162 165|min
P06089575A0464|120 123|min
P06092048A1111|16 24|asbestos
P06094591A0000|114 118|acid
P06094591A0000|172 176|acid
P06095372A0435|57 58|h
P06097285A1077|21 32|haloperidol
P06109017A0000|49 56|agonist
P06151518A0000|9 13|acid
P06151518A0000|73 84|sodium salt
P06151942A0235|149 160|cholesterol
P06151942A0235|15 19|acid
P06158844A0000|139 143|pain
P06167806A0000|159 162|dog
P06173032T0000|82 92|dipivefrin
P06182979A0807|93 104|doxorubicin
P06198532A0982|234 237|RHD
P06198532A0982|88 90|MS
P06223586A0460|28 39|mitomycin C
P06230499A0128|115 117|Gy
P06230499A0128|158 160|Gy
P06237518A0117|42 46|acid
P06237518A0117|91 95|acid
P06281759A1086|93 96|sib
P06286549A0000|55 59|acid
P06287212A1352|127 128|T
P06304771A1284|132 136|role
P06309020A0473|88 106|lipopolysaccharide
P06310159A0000|63 70|protein
P06314312A0359|286 287|P
P06318322A0350|224 237|messenger RNA
P06319421A0937|88 101|amitriptyline
P06321770A1353|74 75|h
P06322183A1070|155 163|cysteine
P06327039A0743|308 309|p
P06330478A0304|22 32|cimetidine
P06333433A0000|183 201|lipopolysaccharide
P06336045A0261a|61 63|SA
P06336045A0261b|61 63|SA
P06341139A0213|171 172|g
P06341139A0213|132 140|fructose
P06345840A0348|140 143|TPR
P06360426A0501|26 30|urea
P06361318A0440|82 87|group
P06361318A0440|197 202|group
P06361318A1127|226 231|group
P06370553A0444|102 104|wk
P06372563T0000|61 71|furosemide
P06388818A0000|194 197|HDC
P06394347A1024|93 106|noradrenaline
P06415299A0233|26 37|doxorubicin
P06426493A0331|215 226|pancuronium
P06435565A0648|122 123|p
P06467797A0233|187 189|rs
P06467797A0233|157 158|P
P06467797A0233|145 147|rs
P06467797A0233|89 90|D
P06468565A0000|59 60|N
P06468565A0000|134 137|tau
P06468673A0358|120 125|group
P06479362A0680|121 128|hormone
P06479976A0386|222 223|P
P06479976A0386|141 142|P
P06487290A0000|9 18|estradiol
P06503132A0784|34 36|Hn
P06503132A0784|38 39|s
P06503329A0588|67 68|g
P06503329A0588|125 126|P
P06503329A0588|122 123|g
P06517816A0388|102 103|p
P06517816A0388|26 27|p
P06531286A0382|53 59|hexane
P06571587T0000|11 19|ketamine
P06627123A0000|109 116|sucrose
P06630319A0244|125 136|barbiturate
P06634712A0557|96 99|PTH
P06643612A0000|80 90|imipramine
P06658445A0140|31 34|man
P06662623A0124|86 87|h
P06668316A0178|68 80|acetonitrile
P06694380A1483|39 44|group
P06694380A1483|90 91|P
P06698047A0445|75 78|TRH
P06705456A0346|53 56|min
P06713200A0630|163 172|phenytoin
P06714298X0000|81 85|pigs
P06726257A1179|26 45|5-hydroxytryptophan
P06731302A0930|41 44|SCD
P06744024A0000|144 148|pain
P06748227A0423|110 114|side
P06753902A0437|41 50|captopril
P06763897A0216|66 77|angiotensin
P06772612A0000|51 62|haloperidol
P06772612A0000|11 19|dopamine
P06790572A0330|66 80|amphotericin B
P06790572A0330|46 54|colistin
P06795654A0434|146 148|FR
P06805504A0629|143 144|N
P06808529A0167|72 75|NTA
P06809474A1156|38 39|h
P06810070A0502|20 22|Hg
P06815368A0203|21 29|mannitol
P06818113A0384|66 76|adrenaline
P06830033A0661|79 82|min
P06863087A0664|9 10|D
P06895559A0000|61 88|phosphodiesterase inhibitor
P06895663A0810|68 71|RLF
P06895663A0810|114 115|P
P06897114A0240|87 90|CAP
P06931124A0109|90 95|water
P06953957A0503|76 85|myoglobin
P06966678A0523|137 141|acid
P06966678A0523|311 312|r
P06966678A0523|344 345|r
P06975206A0279|28 41|betamethasone
P06981991A0756|168 173|group
P06993660A0000|96 109|isoproterenol
P06993660A0000|228 231|AHR
P06993660A0000|114 124|papaverine
P07004236A0741|79 87|methanol
P07007591A0324|23 24|R
P07007591A0324|236 237|t
P07007591A0324|245 246|t
P07021505A0510|46 49|DPB
P07026328A0369|140 141|p
P07026328A0369|163 170|glucose
P07026328A0369|188 189|p
P07034479A1050|92 93|p
P07061263A0293|95 98|min
P07062269A0798|62 70|naloxone
P07065206A0398|118 121|min
P07079595A0848|80 81|P
P07084617A0204|98 100|wk
P07084617A0204|76 80|drug
P07107773A0000|79 83|acid
P07107773A0000|50 51|m
P07112320A0086|34 37|ADA
P07119890T0000|4 5|A
P07141130A0615|114 115|p
P07149303T0000|26 35|lidocaine
P07162146A0000|4 15|application
P07172690A0547|183 186|SPR
P07181985A0107|39 44|water
P07183576A0157|36 50|flucloxacillin
P07184375T0001|54 66|prednisolone
P07184375T0001|23 34|vincristine
P07192722A0682|200 201|p
P07214665A0000|129 139|prednisone
P07225300A0968|107 111|drug
P07228955A0000|94 114|1,7-dimethylxanthine
P07236351A0812|104 107|CA4
P07243380A0327|43 44|P
P07247059A0775|86 87|s
P07247059A0775|210 211|s
P07249895A0177|205 214|inhibitor
P07268828A0000|117 128|propranolol
P07268828A0000|71 82|propranolol
P07268828A0000|214 220|tracer
P07274042A0249|61 66|group
P07274428A0000|114 117|RCA
P07280654A0000|45 56|application
P07385920A0189|149 153|acid
P07426745A0177|148 150|Gy
P07440430A1074|109 110|b
P07449221A0086|57 61|slip
P07449253A0411|17 22|group
P07453919A0000|314 318|pain
P07461848A0230|123 131|nicotine
P07463294A1216|51 56|group
P07463294A1216|83 88|group
P07463294A1216|130 135|group
P07463294A1216|150 151|p
P07483857A0350|102 109|protein
P07483857A0350|84 89|water
P07487908A0230|104 107|CAT
P07494244A0335|26 29|YY1
P07494293A0585|120 123|Lck
P07498791A0680|91 95|PBS2
P07499401A0444|34 35|H
P07499401A0444|78 79|H
P07508250A0537|140 142|mo
P07508250A0537|112 113|r
P07508250A0537|122 123|p
P07508441A0487|73 80|protein
P07509053A0139|4 8|role
P07510635A0479|61 68|epitope
P07511818A0485|290 297|protein
P07516337A1119|10 13|Lck
P07516466A1054|99 103|PP2A
P07516469A1025|8 11|Src
P07516866A0000|28 32|PRLR
P07518578A0000|17 24|protein
P07519481A1275|10 12|Sl
P07523710T0000|71 78|antigen
P07528325A0165|133 141|tyrosine
P07528531A0904|173 176|CRP
P07528531A0904|77 78|P
P07528531A0904|189 190|P
P07528531A0904|148 150|rs
P07528746A1049|69 72|Ser
P07528746A1049|228 229|P
P07528746A1049|224 227|Tyr
P07528746A1049|156 173|phosphoamino acid
P07528746A1049|123 124|P
P07530502T0000|122 129|protein
P07533858A1503|43 50|proline
P07534306A0444|287 300|phenylalanine
P07535593A0714|0 3|CD7
P07535768A1076|95 99|PAC1
P07537736A0453|55 59|PRLR
P07537736A0453|46 50|Jak2
P07537851A0000|104 122|lipopolysaccharide
P07537851A0891|87 94|protein
P07542616A0313|71 75|GCN4
P07543684A1027|131 135|CFTR
P07543868A0414|150 154|poly
P07547500A0066|91 95|GAL4
P07548425A0000|108 111|Sur
P07552974A0217|69 77|arginine
P07553942A0810|49 54|rrn26
P07553942A0810|59 63|cox3
P07555373A0000|69 78|cisplatin
P07557387A0241|39 43|role
P07557446T0000|87 88|A
P07559233A0534|65 66|P
P07559233A0534|104 105|P
P07563090A0124|249 253|PPT2
P07563090A0624|124 128|PPT2
P07563994A0488|201 203|ml
P07563994A0488|93 96|min
P07563994A0488|126 127|p
P07563994A0488|176 178|ml
P07563994A0488|121 124|min
P07564210A0557|85 89|pigs
P07565688A0797|139 146|protein
P07565688A0797|86 93|protein
P07565688T0000|29 39|interferon
P07565775A1265|100 103|GTP
P07565776A0612|18 22|HOG1
P07567980T0000|5 8|p53
P07568026A0622|51 58|protein
P07568118A1267|91 95|step
P07569075A0585|43 45|CR
P07571766A0122|129 133|pain
P07579695A0336|65 69|MIF2
P07583562A1826|141 143|TG
P07583562A1826|99 100|P
P07583562A1826|59 60|P
P07585559A0000|66 71|ethyl
P07588240A0000|54 59|ced-3
P07588628A0318|28 31|p53
P07588633A0362|212 215|Mos
P07588777A1524|57 60|CTD
P07590264A0373|101 105|DHFR
P07590264A0373|257 261|poly
P07590264A0373|262 263|A
P07590268A0350|64 75|polypeptide
P07592072A0217|57 58|d
P07592220A0846|125 126|P
P07592706A1465|16 19|LPL
P07592706A1465|125 129|role
P07592730A0204|124 142|lipopolysaccharide
P07592790A1457|163 170|protein
P07592946A0997|274 277|p53
P07594047T0000|25 36|propranolol
P07595221A0733|41 46|CIITA
P07595857A0521|106 107|A
P07596287A0183|93 97|ORF1
P07601445A0207|84 91|protein
P07604794A0958|6 17|cholesterol
P07605990A1110|63 67|role
P07607197A1048|73 74|P
P07608968A0836|174 177|TBP
P07615634A0535|103 110|protein
P07616569A0168|204 208|atp9
P07616569A0168|99 102|cob
P07616569A0168|314 319|rpl16
P07616569A0168|155 159|nad1
P07616569A0168|297 302|rps11
P07616802A0315|118 119|p
P07616802A0315|109 116|heparin
P07622058A0411|51 53|aa
P07623814A1040|37 45|retinoid
P07623840A0352|57 61|GCN2
P07624119A0528|123 127|GAL4
P07624119A0528|15 19|PAX3
P07624581A0312|103 118|thyroid hormone
P07624581A0312|125 132|glucose
P07624581A0312|120 123|PRL
P07624615A0267|284 293|phosphate
P07629123A0885|33 48|leucine residue
P07629123A0885|52 60|arginine
P07629150A0155|101 108|hormone
P07629196A0274|152 155|Jun
P07636648A1229|240 241|p
P07636962A1883b|60 64|GAL4
P07636984A1349|29 33|role
P07639106A0678|113 116|fit
P07639106A0678|47 50|fit
P07639703A1703|21 36|thyroid hormone
P07639703A1703|12 16|acid
P07640309A0000|87 90|HMG
P07640422A0649|97 104|heparin
P07640422A0649|162 163|p
P07642544A0868|48 59|phosphatase
P07644127A0000|212 214|SI
P07651131A1407|167 174|protein
P07651398A0257|161 169|tyrosine
P07652575A0435|66 71|Cdc42
P07653892A0306|77 84|agonist
P07653892A0306|121 128|agonist
P07654239A0698|0 3|Max
P07655184A0852|151 158|protein
P07655505A0527|159 163|role
P07655509T0000|114 117|pea
P07656588A0101|188 192|FUT1
P07656588A0101|150 157|cluster
P07665605A1127|20 21|D
P07666415A0000|44 46|cp
P07670943A0308|54 57|CAD
P07670943A0308|160 163|CAD
P07675445A0463|60 61|p
P07679836A0387|27 29|FK
P07681513A0000|42 51|inhibitor
P07683375A0000|163 165|ER
P07687541A0200|186 190|poly
P07687541A0200|191 192|A
P07687541A0992|137 141|CNR1
P07687541A0992|116 119|Ran
P07687541A0992|146 150|CNR2
P07688112A0274|18 25|antigen
P07689154A0168|216 219|AMP
P07693699A0831|119 123|urea
P07704040A0000|68 71|NAD
P07704040A0000|141 155|oxidoreductase
P07704040A0000|72 73|P
P07704040A0000|184 193|reductase
P07706307A0914|31 38|protein
P07706396T0000|66 73|protein
P07714758A1193|37 46|lidocaine
P07715922A0188|146 149|PRK
P07729427A0942|117 120|TBP
P07730336A0606|18 22|CREM
P07731898A0823|49 56|acetate
P07733075A1200|44 58|clarithromycin
P07733075A1200|19 29|omeprazole
P07733075A1200|248 258|omeprazole
P07737118A0317|4 8|MPS1
P07740490T0000|74 83|serotonin
P07742363A0135|97 106|inhibitor
P07743515A0223|44 48|AAMP
P07743697A0703|227 243|enzyme inhibitor
P07744954A0418|119 126|epitope
P07744954A0418|4 11|protein
P07745693A0914|17 26|inhibitor
P07748451A0343|125 129|poly
P07748493A1045|116 123|hormone
P07748493A1045|79 83|role
P07748848A0263|4 8|term
P07755914A0000|77 89|azithromycin
P07760841A0647|99 103|ADH2
P07761467A0666|90 97|protein
P07762431A0356|4 11|protein
P07762504A0648|52 62|amiodarone
P07768953T0039|73 81|cysteine
P07770033A0978|155 162|peptide
P07770033A0978|135 139|acid
P07775428A0172|33 34|s
P07782302A0479|158 165|protein
P07784199A0000|14 21|protein
P07789971A0758|244 249|GSTT2
P07790377A0561|45 52|protein
P07791769A0826|101 106|TFIIB
P07791783A0000|64 67|HMG
P07791783A0000|28 35|protein
P07797077A0842|41 44|Pip
P07797077A0842|125 135|interferon
P07798217T0095|2 6|role
P07799931A1232|27 34|protein
P07799948A0777|94 97|Src
P07800479A0201|16 20|NSR1
P07800479A0201|62 69|protein
P07814717A0669|120 123|Met
P07816617A0763|27 31|HAC1
P07816619A0872|46 53|protein
P07822161A1172|73 83|nucleotide
P07824325A0714|139 144|group
P07824657A1456|64 71|sulfite
P07826625X0000|81 88|protein
P07830112A0532|274 275|p
P07832086A1023|34 44|vancomycin
P07840643A1006|73 93|glycosylasparaginase
P07844142A0640|132 137|SRP54
P07847036A0353|74 83|inhibitor
P07851758A0330|54 58|TPK2
P07852400A0519|80 84|Rac1
P07852400A0519|57 61|Rac2
P07857344A0591|142 143|h
P07860208A0000|153 171|lipopolysaccharide
P07862162A0408|32 39|choline
P07862533A0000|84 91|protein
P07862533A0000|38 41|WT1
P07862533A0000|212 219|protein
P07863047A0229|64 68|COPD
P07863992A0908|8 13|group
P07864652A0753|108 110|H1
P07864652A0753|56 58|H1
P07865787A1086|86 87|s
P07870305A1015|202 203|P
P07883167A0157|30 34|UPF1
P07890674A0916|21 24|APC
P07890674A0916|66 69|APC
P07891708A0690|5 8|Epo
P07897696A0000|129 143|coproporphyrin
P07898178A0849|52 64|azathioprine
P07898840X0000|301 304|FGR
P07900915A0000|21 25|food
P07905413A0585|113 114|h
P07905413A0585|247 248|P
P07907846A0623|96 99|min
P07914507A1029|102 106|poly
P07916327A0250|116 123|protein
P07916327A0250|56 59|GSC
P07916689A0312|106 112|oleate
P07917540A0000|138 147|vindesine
P07918494A1163|48 59|thioredoxin
P07918494A1163|88 93|NADPH
P07926739A0766|26 29|GL2
P07926775A0895|205 207|hh
P07927711A0698|40 47|protein
P07927838A0000|177 181|pain
P07928954A0545|88 95|protein
P07929165T0000|120 122|A3
P07929431A0949|120 123|CAT
P07929559A0000|12 18|dynein
P07929560T0000|71 75|role
P07932095A0000|9 20|naphthalene
P07933066T0000|56 63|protein
P07934666A0158|100 102|T2
P07934666A0158|80 82|T2
P07935370A0000|30 33|CD4
P07935395A0094|137 145|molecule
P07935395A0094|4 11|protein
P07935415T0000|51 60|inhibitor
P07935472A0276|258 265|phorbol
P07935577A0305|15 29|amphotericin B
P07935626A1249|36 39|trp
P07935997A0000|121 126|group
P07936640A0900|26 33|protein
P07937106A0100|223 224|B
P07937106A0100|144 154|isoleucine
P07937132A0819|44 46|nt
P07937656A0182|274 275|p
P07937656A0182|308 309|p
P07937656A0182|161 162|p
P07937656A0182|216 217|p
P07945134A0079|88 90|ft
P07948129A0297|124 127|CAT
P07948921A0051|89 94|probe
P07949205A0286|64 81|aminoglutethimide
P07949770T0000|98 102|pigs
P07949770T0000|46 62|prostaglandin E1
P07953785A0648|106 110|food
P07957559A1557|9 18|rapamycin
P07957632A0000|40 41|R
P07957632A0000|44 45|R
P07958446A0000|50 53|fkh
P07958898A1050|135 138|Sp1
P07959015A0478|155 157|aa
P07959015A0478|64 66|aa
P07964624A0491|159 170|polypeptide
P07969132A0268|117 126|histidine
P07969135A0913|88 95|protein
P07969954T0000|163 179|cyclophosphamide
P07973397T0001|51 55|salt
P07980440A0138|124 131|insulin
P07981246A0112|86 87|s
P07981246A0112|78 85|protein
P07982995A0000|128 129|H
P07983011A0617|328 332|acid
P07988730A0220|146 149|CAT
P07988731A1301|12 19|protein
P07994021A1223|190 197|protein
P07999066A0238|183 196|phorbol ester
P08002564A0249|118 133|leucine residue
P08005412A0608|46 47|P
P08005438A1185|0 5|SPP41
P08017290A1347|48 55|lactate
P08017290A1347|125 130|group
P08020702A0137|40 47|lipid A
P08020806A0187|144 154|amino acid
P08020962A1226|100 103|Alu
P08025074A0000|140 144|shot
P08030704A1503|161 165|term
P08037338A0000|53 56|EPO
P08039422A0000|73 78|group
P08045834A0783|99 100|P
P08049521T0000|36 44|tyrosine
P08057762A0878|65 67|T2
P08063108A0109|84 91|protein
P08063108A0109|80 82|aa
P08065310A1144|158 167|inhibitor
P08065331A0279|171 172|t
P08065365A0000|96 100|step
P08065366A0918|63 67|role
P08067123A0248|316 317|p
P08070004A0782|143 146|min
P08070654A0000|0 4|KAR1
P08070654A0574|68 75|protein
P08070654A0574|130 137|protein
P08083011A0584|13 14|R
P08085782A0164|46 48|cm
P08086450A0467|213 217|AP-2
P08086450A0467|122 124|GC
P08088777A0754|100 104|Rxra
P08088777A0754|72 78|D2Mit1
P08088777A0754|153 156|Gsn
P08088777A0754|118 121|Ak1
P08088777A0754|150 152|Hc
P08095872A1672|64 71|timolol
P08101134A0376|38 46|cortisol
P08103379A0577|10 17|stretch
P08104189A1168|172 178|ATPase
P08106398A1003|72 76|step
P08106512A0522|172 182|interferon
P08112611A0404|57 64|protein
P08114745A0953|38 42|role
P08124785A0445|251 252|P
P08124912A0456|115 122|glucose
P08124956T0000|98 102|pigs
P08126096A1071|119 120|A
P08127950A0000|73 76|HPT
P08131545A0158|27 32|group
P08131746A0140|99 102|mos
P08139539A0446|120 123|AMP
P08139542A1229|55 63|arginine
P08139542A1229|47 51|CPA1
P08139543A1520|47 52|NHP6A
P08139928T0000|0 4|RNP1
P08144572A0786|0 3|ATP
P08144852A0000|96 109|corticotropin
P08144852A0000|73 84|vasopressin
P08144852A0000|86 89|AVP
P08144852A0000|251 261|metyrapone
P08152800A0709|97 112|oligonucleotide
P08153130T0000|11 20|estradiol
P08160387T0000|74 78|role
P08163498A0789|162 169|peptide
P08163498A0789|62 63|S
P08164302A0547|157 164|glucose
P08164684A1266|35 39|acid
P08173532A0000|97 100|cue
P08178446A1160|103 107|role
P08182041A1067|99 106|insulin
P08182056A0695|40 44|NQO2
P08189498T0000|136 147|polypeptide
P08194970A0000|78 82|role
P08195217A0799|132 139|protein
P08196618A0473|93 109|cysteine residue
P08200528A0970|119 122|PAL
P08204348T0000|33 36|VIP
P08204348T0000|7 17|ifosfamide
P08206991A0466|192 198|serine
P08207795A0409|75 82|protein
P08207805A0000|71 78|protein
P08209772A0167|90 97|protein
P08216115A0158|66 74|oxytocin
P08223425T0000|93 100|protein
P08226794A0501|7 9|Dk
P08228805A0540|19 27|molecule
P08231398A0802|286 289|CD4
P08239586T0000|11 20|diltiazem
P08240170A0000|80 83|sea
P08243476A1177|6 14|cysteine
P08245013A0000|227 234|agonist
P08248246A0838|112 116|role
P08248688A0726|51 58|nitrate
P08248688A0726|135 143|molecule
P08253387A0801|136 143|protein
P08262054A0565|210 214|role
P08264579A1209|15 19|PTR2
P08264582A0750|192 196|LIFR
P08267667A0748|311 312|p
P08267667A0748|399 400|p
P08268912A0657|84 91|protein
P08276234A0119|25 28|YY1
P08278929A0866|215 216|P
P08283292A0779|171 177|pectin
P08286035A0587|96 97|A
P08286035A0587|91 95|poly
P08288554A0295|125 132|protein
P08288606A0240|156 161|probe
P08288633A0144|240 243|Bcr
P08289593A1404|277 284|cocaine
P08289593A1404|288 296|urethane
P08289834A0341|101 108|protein
P08291233A0000|100 105|probe
P08294429A0153|59 61|FR
P08299896A0880|129 130|b
P08300611A0341|58 69|application
P08301702A1083|77 84|protein
P08302589A1132|115 128|phorbol ester
P08309912A0306|82 86|drug
P08316209A0000|54 58|CYS3
P08316209A0000|45 52|protein
P08317092A0304|37 44|protein
P08317094A0778|55 56|A
P08317094A0778|135 137|nt
P08321203A0840|25 28|Rel
P08325504A0226|8 12|RD19
P08334158A0660|27 34|protein
P08336698T0000|0 4|TFEC
P08336698T0000|31 38|protein
P08336738A1273|28 34|ligand
P08337841A0612|242 243|A
P08340400T0000|98 105|protein
P08343961A0000|99 102|bcd
P08343961A0000|90 97|protein
P08345191A1140|138 142|MCL1
P08349104A0000|100 109|galactose
P08349104A0000|114 121|glucose
P08349632A0679|44 45|L
P08361755A0734|98 101|SRF
P08365944A1537|116 130|5-fluorouracil
P08374753A0335|74 79|water
P08376397A0788|32 39|protein
P08377199A1432|24 29|patch
P08383622T0000|107 111|role
P08385337A0282|158 163|bZIP2
P08385581A0126|20 26|REC114
P08386319A1229|100 113|phenylalanine
P08386319A1229|43 51|tyrosine
P08386637A1220|87 88|h
P08387662A0302|162 166|pain
P08387662A0302|133 142|ibuprofen
P08389453A0193|45 49|step
P08390665A0000|174 182|electron
P08392221A0449|234 242|daidzein
P08394019A0695|150 153|Fyn
P08394862A0565|48 53|group
P08394862A0565|6 11|group
P08395010T0000|41 56|thyroid hormone
P08396713A0305|202 206|ARNT
P08396749A1112a|86 97|simvastatin
P08396749A1112a|163 164|P
P08396749A1112b|86 97|simvastatin
P08396749A1112b|163 164|P
P08400928A0318|97 100|arm
P08400928A0318|165 168|arm
P08403245A1234|42 47|group
P08406419A0155|149 151|MA
P08406497A0000|22 26|FBN1
P08406497A0000|11 20|fibrillin
P08413205A0733|70 71|b
P08413205A0733|81 82|c
P08413223A0847|144 157|phorbol ester
P08413239A0490|47 48|N
P08413260A1437|74 75|s
P08415643A0555|71 78|protein
P08418183A0000|305 306|H
P08418183A0000|323 324|W
P08418183A0000|320 321|H
P08418183A0000|295 296|H
P08418183A0000|264 265|H
P08429020A0495|113 125|glycoprotein
P08430095A0161|104 109|PRP38
P08432696A1117|81 89|protease
P08435755A0938|85 86|h
P08435755A1078|213 218|group
P08440720A1404|138 145|protein
P08441411A1260|131 132|h
P08441411A1260|73 74|h
P08441423A0145|39 43|GCD6
P08444345A0403|38 40|aa
P08453950A0498|140 141|h
P08454077A0956|337 338|p
P08454077A0956|153 155|PI
P08454077A0956|159 162|min
P08454077A0956|186 189|min
P08455623A0630|153 157|GAR1
P08457205A0240|61 68|protein
P08460918A0252|50 55|group
P08460918A0252|260 265|group
P08466864A0878|123 126|AMP
P08471629A0816|152 159|peptide
P08473731A0149|0 1|B
P08474439A0877|175 179|MEF1
P08482539A0913|113 118|xylan
P08483479A1056|225 228|PTH
P08483479A1056|21 24|PTH
P08484514A1536|28 38|isoflurane
P08486276A0419|205 207|Cm
P08486276A0419|188 203|chloramphenicol
P08486276A0419|213 225|tetracycline
P08486705A0181|46 50|TIF5
P08497269A0999|53 57|GCN1
P08497269A0999|135 139|GCN2
P08497280A0266|24 28|SWI4
P08497280A1397|103 107|SWI6
P08509333A0843|9 16|protein
P08509419A0785|56 64|tyrosine
P08510320A0000|191 200|arbekacin
P08512728A0991|69 74|group
P08512728A0991|237 238|p
P08513025A0000|118 127|bilirubin
